Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW23,07/12/2014,1:30:00 PM,Grab,Water,1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Long Pond (SK)
WW26,07/12/2014,9:55:00 AM,Grab,Water,1,Temperature - 00011,25.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Meadowbrook Pond
WW26,07/12/2014,9:55:00 AM,Grab,Water,0.1,Temperature - 00011,25.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Meadowbrook Pond
WW30,07/12/2014,1:45:00 PM,Grab,Water,4.5,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal,Pasquiset Pond
WW30,07/12/2014,1:45:00 PM,Grab,Water,1,Temperature - 00011,26,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal,Pasquiset Pond
WW30,07/12/2014,1:45:00 PM,Grab,Water,0.1,Temperature - 00011,28,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal,Pasquiset Pond
WW34,07/12/2014,12:00:00 PM,Grab,Water,1,Temperature - 00011,20.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal,Queen at Usquepaugh (Glen Rock Res.) 
WW34,07/12/2014,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,22.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal,Queen at Usquepaugh (Glen Rock Res.) 
WW36,07/12/2014,9:30:00 AM,Grab,Water,0.1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Randall Pond
WW36,07/12/2014,9:30:00 AM,Grab,Water,1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Randall Pond
WW425,07/12/2014,11:10:00 AM,Grab,Water,3,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Bayside
WW425,07/12/2014,11:10:00 AM,Grab,Water,1,Temperature - 00011,21,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Bayside
WW425,07/12/2014,11:10:00 AM,Grab,Water,0.1,Temperature - 00011,22,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Bayside
WW426,07/12/2014,9:30:00 AM,Grab,Water,6.5,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Oceanside
WW426,07/12/2014,9:30:00 AM,Grab,Water,1,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Oceanside
WW46,07/12/2014,2:50:00 PM,Grab,Water,2.75,Temperature - 00011,26,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Slack's Reservoir
WW46,07/12/2014,2:50:00 PM,Grab,Water,0.1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Slack's Reservoir
WW46,07/12/2014,2:50:00 PM,Grab,Water,1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Slack's Reservoir
WW46,07/12/2014,2:50:00 PM,Grab,Water,2,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Slack's Reservoir
WW494,07/12/2014,10:03:00 AM,Grab,Water,0.1,Temperature - 00011,22,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Cove
WW494,07/12/2014,10:03:00 AM,Grab,Water,1,Temperature - 00011,22,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Cove
WW504,07/12/2014,8:50:00 AM,Grab,Water,0.5,Temperature - 00011,22.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Normal flow,Pawtuxet River upstream of Rhodes
WW569,07/12/2014,10:45:00 AM,Grab,Water,0.5,Temperature - 00011,21,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Napatree Point - Lagoon
WW66,07/12/2014,1:00:00 PM,Grab,Water,0.1,Temperature - 00011,26.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Worden Pond
WW66,07/12/2014,1:00:00 PM,Grab,Water,0.5,Temperature - 00011,26.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Worden Pond
WW01,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond
WW03,07/13/2014,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Belleville Pond - Lower
WW05,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",49.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Blackamore Pond
WW145,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond
WW148,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wash Pond
WW148,07/13/2014,,Grab,Water,6.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wash Pond
WW27,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Mishnock Lake
WW38,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Sand Pond
WW49,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",53.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Spectacle Pond
WW51,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Spring Lake
WW61,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Waterman Reservoir
WW01,07/13/2014,10:33:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,Alton Pond
WW03,07/13/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,Belleville Pond - Lower
WW05,07/13/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,,0.1,m,0.1,m,,,,Blackamore Pond
WW148,07/13/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.5,m,,0.1,m,0.1,m,,,,Wash Pond
WW27 ,07/13/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5,m,,0.1,m,0.1,m,,,,Mishnock Lake
WW38,07/13/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.75,m,,0.1,m,0.1,m,,,,Sand Pond
WW145,07/13/2014,11:00:00 AM,Grab,Water,6.8,Dissolved Oxygen - 00300,5.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond
WW145,07/13/2014,11:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond
WW148,07/13/2014,11:30:00 AM,Grab,Water,6.5,Dissolved Oxygen - 00300,7.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wash Pond
WW148,07/13/2014,11:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wash Pond
WW27 ,07/13/2014,11:00:00 AM,Grab,Water,4,Dissolved Oxygen - 00300,2.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Mishnock Lake
WW27 ,07/13/2014,11:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Mishnock Lake
WW38,07/13/2014,11:00:00 AM,Grab,Water,7,Dissolved Oxygen - 00300,1.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Sand Pond
WW38,07/13/2014,11:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Sand Pond
WW49,07/13/2014,1:30:00 PM,Grab,Water,3,Dissolved Oxygen - 00300,0.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Spectacle Pond
WW49,07/13/2014,1:30:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,9.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Spectacle Pond
WW51,07/13/2014,2:00:00 PM,Grab,Water,5,Dissolved Oxygen - 00300,6.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Spring Lake
WW51,07/13/2014,2:00:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Spring Lake
WW530,07/13/2014,4:00:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,0.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,RWP 2 - Willow Lake
WW567,07/13/2014,,Grab,Water,0.1,Enterococci - 31639,453,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 27 - Bike Path Culvert
WW558,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",3.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 23 - Garrison Trail
WW564,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 24 - Starr Drive
WW565,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.285,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 25 - Crooked Brook
WW566,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.755,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 26 - Kimberly Drive
WW567,07/13/2014,,Grab,Water ,0.1,"Nitrate + Nitrite, Dissolved - 00631",1.285,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 27 - Bike Path Culvert
WW88,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 12 - Mumford Brook
WW96,07/13/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 20/8 Middlebridge - NW
WW99,07/13/2014,,Grab,Water ,0.2,"Nitrate + Nitrite, Dissolved - 00631",3.56,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 11 - Mettatuxet Brook
WW558,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 23 - Garrison Trail
WW564,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.21,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 24 - Starr Drive
WW565,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 25 - Crooked Brook
WW566,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 26 - Kimberly Drive
WW567,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.16,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 27 - Bike Path Culvert
WW88,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 12 - Mumford Brook
WW96,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 20/8 Middlebridge - NW
WW99,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 11 - Mettatuxet Brook
WW558,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",3.97,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",4.265,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",0.385,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",0.48,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",0.595,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",5.8,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 23 - Garrison Trail
WW564,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",1.34,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 24 - Starr Drive
WW565,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",0.81,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 25 - Crooked Brook
WW566,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",1.345,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 26 - Kimberly Drive
WW567,07/13/2014,,Grab,Water ,0.1,"Nitrogen, Total (unfiltered) - 00600",5.06,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 27 - Bike Path Culvert
WW88,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",1.37,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 12 - Mumford Brook
WW96,07/13/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",0.755,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 20/8 Middlebridge - NW
WW99,07/13/2014,,Grab,Water ,0.2,"Nitrogen, Total (unfiltered) - 00600",3.88,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 11 - Mettatuxet Brook
WW558,07/13/2014,,Grab,Water,0.5,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 17 - Mettatuxet Road
WW558,07/13/2014,,Replicate,Water,0.5,pH - 00400,7.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water,0.2,pH - 00400,8.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water,0.2,pH - 00400,6.7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 23 - Garrison Trail
WW564,07/13/2014,,Grab,Water,0.2,pH - 00400,7.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 24 - Starr Drive
WW565,07/13/2014,,Grab,Water,0.2,pH - 00400,7.2,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 25 - Crooked Brook
WW566,07/13/2014,,Grab,Water,0.2,pH - 00400,7.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 26 - Kimberly Drive
WW567,07/13/2014,,Grab,Water,0.1,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 27 - Bike Path Culvert
WW88,07/13/2014,,Grab,Water,0.2,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 12 - Mumford Brook
WW96,07/13/2014,,Grab,Water,0.5,pH - 00400,8.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 20/8 Middlebridge - NW
WW99,07/13/2014,,Grab,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 11 - Mettatuxet Brook
WW99,07/13/2014,,Replicate,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 11 - Mettatuxet Brook
WW558,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",24,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",11,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 23 - Garrison Trail
WW564,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",25,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 24 - Starr Drive
WW565,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",14,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 25 - Crooked Brook
WW566,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",55,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 26 - Kimberly Drive
WW567,07/13/2014,,Grab,Water ,0.1,"Phosphorus, Dissolved - 00666",12,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 27 - Bike Path Culvert
WW88,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",17,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 12 - Mumford Brook
WW96,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",16,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 20/8 Middlebridge - NW
WW99,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",30,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 11 - Mettatuxet Brook
WW558,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Total - 00665",42,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 17 - Mettatuxet Road
WW559,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",499,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 18 - SE Middlebridge
WW560,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",34,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 19 - NE Middlebridge
WW561,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",65,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 21 - SW Middlebridge
WW562,07/13/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",71,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 22 - mid Middlebridge
WW563,07/13/2014,,Grab,Water ,0.2,"Phosphorus, Total - 00665",430,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 23 - Garrison Trail
